id,Peso,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
A3-2012-11-01,66.3,NA,NA,NA,NA,NA,75
A9-2014-10-27,68.8,NA,NA,NA,NA,NA,68
B12-2014-09-09,54.0,31.2,65.5,15.5,20.0,23.5,36
D11-2014-09-22,83.0,33.6,86.5,15.5,23.0,27.0,45
F19-2015-10-26,77.1,33.6,173.0,14.7,60.0,81.0,72
B6-2012-10-13,90.3,NA,NA,NA,NA,NA,50
B13-2012-10-31,91.8,33.3,172.0,15.5,60.0,90.0,70
D3-2016-11-02,82.2,31.3,115.0,15.3,44.0,50.0,49
C9-2012-08-24,52.2,23.5,26.0,12.4,NA,NA,19
A9-2015-10-21,77.3,31.3,151.0,16.4,55.0,70.0,71
G7-2013-11-08,45.0,30.9,135.0,14.6,54.0,67.0,83
C3-2013-08-31,72.9,29.6,61.0,13.4,NA,NA,37
D10-2015-11-06,72.1,31.6,125.0,15.1,53.0,61.0,62
G12-2014-10-14,76.2,33.6,174.0,15.7,60.5,86.0,72
F17-2016-10-20,74.6,32.6,155.0,14.5,54.0,67.0,67
A3-2012-10-22,73.8,NA,NA,NA,NA,NA,65
FA-2012-09-04,16.7,14.1,14.0,9.8,NA,NA,8
B6-2012-10-06,79.5,32.0,81.0,14.7,27.0,28.0,43
G2-2015-09-25,53.8,30.2,69.0,14.8,20.0,18.0,42
H3-2017-09-30,75.6,32.7,128.0,16.0,NA,NA,57
D2-2014-08-26,48.1,24.5,26.0,12.6,NA,NA,19
E16-2013-10-30,71.3,31.5,130.0,14.6,53.0,69.0,75
B12-2016-11-01,74.9,31.7,174.0,14.3,57.0,82.0,70
D6-2014-10-23,74.2,34.3,120.0,15.9,41.0,48.0,67
D9-2012-10-09,71.9,33.5,181.0,16.7,61.0,87.0,73
F19-2014-09-14,78.8,31.7,90.5,13.9,33.5,36.0,46
F19-2012-10-04,78.0,34.0,167.0,15.3,59.0,84.0,76
D8-2017-08-29,63.1,27.2,32.0,13.3,NA,NA,25
C5-2017-09-12,71.6,30.8,63.0,14.1,NA,NA,36
B2-2012-09-26,83.8,32.4,100.0,15.1,35.0,41.0,47
A9-2014-10-03,47.1,NA,NA,NA,NA,NA,44
A7-2012-10-02,71.3,33.4,124.0,15.3,45.0,57.0,60
A3-2012-09-19,65.0,NA,NA,NA,NA,NA,32
H9-2014-10-25,91.1,NA,NA,NA,NA,NA,66
F9-2014-08-30,30.1,NA,NA,NA,NA,NA,12
C3-2012-09-23,74.7,31.5,121.0,15.4,45.0,50.0,55
C3-2012-09-29,78.1,31.5,137.0,15.1,53.0,61.0,61
B3-2017-09-16,46.7,21.6,23.0,12.0,NA,NA,14
H4-2014-09-29,65.4,32.0,100.0,15.6,35.0,37.0,50
H2-2013-10-04,51.0,26.6,61.0,13.4,10.0,10.0,42
B9-2015-09-29,56.2,27.2,32.5,13.0,NA,NA,25
C5-2012-09-02,31.5,22.6,25.0,11.9,NA,NA,23
H7-2013-09-13,50.5,23.5,24.0,11.7,NA,NA,19
F17-2016-10-23,73.1,33.3,164.0,14.4,52.0,75.0,70
H9-2014-09-04,40.5,NA,NA,NA,NA,NA,15
H9-2014-10-27,96.7,NA,NA,NA,NA,NA,68
E16-2012-09-24,66.7,29.9,66.0,14.6,11.0,15.0,37
E17-2012-09-21,41.0,NA,NA,NA,NA,NA,29
C5-2012-09-14,54.2,27.0,43.0,12.7,NA,NA,35
G13-2014-09-14,46.2,30.1,61.0,14.7,13.0,13.0,36
C7-2012-09-17,82.4,31.5,73.0,14.9,15.0,15.0,41
D2-2012-09-15,38.7,27.3,42.0,13.6,NA,NA,33
E7-2015-10-09,79.3,32.1,100.0,15.4,39.0,40.0,47
G2-2015-09-04,44.1,23.27,27.0,12.55,NA,NA,21
FA-2012-10-11,84.2,NA,NA,NA,NA,NA,45
FA-2012-09-20,44.1,NA,NA,NA,NA,NA,24
D3-2016-10-21,71.6,31.9,69.0,14.2,28.0,25.0,37
C11-2015-10-27,38.8,29.2,47.0,14.4,NA,NA,50
B12-2012-09-25,65.8,NA,NA,NA,NA,NA,35
C2-2014-09-24,53.5,NA,NA,NA,NA,NA,38
H9-2014-10-21,78.2,NA,NA,NA,NA,NA,62
D6-2014-10-31,73.9,NA,NA,NA,NA,NA,75
A4-2012-09-26,77.2,32.0,115.0,15.4,42.0,47.0,56
B12-2017-10-09,77.3,32.6,143.0,15.6,54.0,68.0,57
C5-2016-11-01,76.3,32.2,161.0,15.5,54.0,79.0,67
B12-2013-10-12,79.4,31.1,142.0,14.8,54.0,70.0,61
F7-2017-09-24,76.9,32.6,112.0,14.4,40.0,48.0,53
FA-2012-10-20,81.3,NA,NA,NA,NA,NA,54
C11-2015-09-29,16.5,18.7,17.0,11.2,NA,NA,22
A10-2012-10-02,85.0,32.0,98.0,14.8,28.0,28.0,55
G2-2015-10-16,59.2,31.1,137.0,15.4,50.0,55.0,63
F6-2017-10-24,77.8,32.1,159.0,16.5,56.0,71.0,67
H9-2014-10-03,68.5,NA,NA,NA,NA,NA,44
B5-2015-10-21,83.1,32.2,148.0,14.9,55.0,68.0,68
FD-2014-09-11,64.7,32.8,69.0,14.1,20.0,20.5,37
B13-2014-11-02,91.5,NA,NA,NA,NA,NA,66
F17-2016-10-26,58.2,37.7,168.0,14.9,63.0,84.0,73
G6-2014-08-30,30.5,22.5,21.5,11.1,NA,NA,18
H4-2017-09-20,81.3,31.3,122.0,15.9,40.0,53.0,60
F11-2017-09-16,78.9,31.7,67.0,15.5,NA,NA,36
FZ-2014-09-17,81.5,32.1,73.5,15.5,24.0,25.5,42
D6-2012-09-30,68.6,32.9,77.0,15.0,25.0,17.0,43
B13-2014-10-09,79.4,NA,NA,NA,NA,NA,42
H8-2017-08-29,56.4,25.2,29.0,12.5,NA,NA,20
C8-2014-08-23,14.2,NA,NA,NA,NA,NA,5
D6-2014-09-23,77.7,31.6,51.0,14.4,8.0,8.0,37
F6-2013-09-21,62.6,31.6,65.0,14.3,16.0,16.0,39
E14-2012-10-09,82.8,NA,NA,NA,NA,NA,51
H6-2013-09-04,74.2,28.0,39.0,13.2,NA,NA,28
G2-2014-09-02,39.2,24.3,26.0,12.4,NA,NA,23
C1-2017-10-03,78.8,31.3,72.0,15.0,NA,NA,45
F9-2014-09-19,NA,NA,NA,NA,NA,NA,32
C5-2012-11-01,76.8,30.8,148.0,14.3,49.0,62.0,83
D5-2012-09-13,44.8,NA,NA,NA,NA,NA,24
D3-2012-09-06,48.5,25.0,32.0,12.3,NA,NA,25
FA-2012-08-30,8.2,NA,NA,NA,NA,NA,3
G6-2017-09-23,75.2,32.0,112.0,15.9,34.0,44.0,51
C7-2013-09-27,85.1,32.9,121.0,15.0,46.0,44.0,58
H8-2014-08-27,42.6,20.5,21.5,11.6,NA,NA,15
D5-2014-11-15,53.6,32.4,163.0,15.3,54.0,78.0,84
E14-2015-10-28,78.6,34.6,167.0,15.5,55.0,80.0,76
F6-2013-09-12,74.2,29.5,44.0,13.6,NA,NA,30
H3-2017-09-20,78.0,32.6,92.0,16.1,34.0,33.0,47
A3-2012-09-01,30.3,NA,NA,NA,NA,NA,14
E14-2014-09-04,28.9,NA,NA,NA,NA,NA,9
D3-2012-10-09,85.0,32.5,117.0,15.1,44.0,49.0,58
G11-2017-10-19,77.8,31.1,162.0,15.5,59.0,77.0,65
G9-2014-08-30,25.1,19.9,20.0,11.0,NA,NA,18
D10-2015-09-11,22.5,14.3,15.0,10.3,NA,NA,6
F6-2015-10-03,48.4,28.1,40.0,13.8,NA,NA,33
G7-2013-09-18,62.1,29.2,51.0,13.6,9.0,9.0,32
D7-2014-08-21,25.0,15.9,15.0,9.9,NA,NA,10
E16-2012-10-04,80.6,NA,NA,NA,NA,NA,47
FD-2015-09-10,19.3,14.2,15.0,9.6,NA,NA,8
E23-2013-10-25,35.9,31.9,89.0,14.4,35.0,41.0,58
C7-2014-09-16,74.3,32.5,124.5,15.2,39.0,50.0,57
G2-2014-09-11,50.1,28.1,36.0,13.4,NA,NA,32
F10-2015-09-16,70.1,31.2,54.5,15.2,13.0,10.0,37
D5-2012-10-20,88.7,32.3,118.0,15.0,47.0,55.0,61
G8-2015-10-07,75.8,32.1,124.0,14.8,49.0,57.0,56
A7-2012-10-11,64.8,33.4,151.0,15.0,51.0,70.0,69
G12-2017-09-17,81.3,31.5,102.0,15.8,35.0,45.0,51
FA-2012-11-04,95.5,NA,NA,NA,NA,NA,69
E22-2017-09-17,75.2,34.2,71.0,15.4,NA,NA,41
FA-2012-09-25,67.2,27.3,36.0,13.5,NA,NA,29
A6-2014-10-04,42.8,29.8,66.0,14.5,25.5,25.0,54
FD-2014-08-30,57.1,28.4,36.0,13.3,NA,NA,25
F17-2013-09-30,73.5,33.3,150.0,14.4,53.0,65.0,68
D6-2014-09-30,91.9,NA,NA,NA,NA,NA,44
F6-2012-10-30,71.2,NA,NA,NA,NA,NA,68
F17-2017-10-06,65.8,32.4,108.0,14.8,45.0,45.0,52
D3-2012-10-30,67.2,32.5,177.0,15.2,58.0,85.0,79
F6-2012-09-28,64.6,NA,NA,NA,NA,NA,36
F6-2017-10-30,69.0,32.7,170.0,16.8,60.0,80.0,73
B13-2012-10-09,95.7,NA,NA,NA,NA,NA,48
D9-2015-10-30,76.5,33.5,182.0,15.7,60.0,86.0,85
B6-2012-10-02,83.0,NA,NA,NA,NA,NA,39
E14-2012-08-27,18.3,NA,NA,NA,NA,NA,8
D4-2015-09-03,9.1,11.93,14.0,9.2,NA,NA,4
A9-2017-08-30,23.7,NA,NA,NA,NA,NA,6
E16-2012-09-26,77.4,NA,NA,NA,NA,NA,39
G11-2014-09-23,76.2,31.6,170.0,15.9,59.0,81.0,71
D13-2014-11-01,49.6,NA,NA,NA,NA,NA,75
D2-2012-10-12,42.3,31.2,72.0,14.7,15.0,15.0,60
D13-2012-09-06,58.6,23.5,28.0,12.1,NA,NA,21
H9-2014-11-05,90.2,NA,NA,NA,NA,NA,77
B12-2012-10-27,86.2,30.5,163.0,15.0,57.0,80.0,67
FD-2012-09-18,87.1,34.0,87.0,14.9,25.0,29.0,45
D5-2012-09-11,47.8,20.1,20.0,12.0,NA,NA,22
A3-2012-09-12,49.3,25.8,34.0,12.5,NA,NA,25
D13-2014-11-05,64.7,31.4,161.0,15.2,54.5,76.5,80
A7-2012-09-23,72.8,33.4,102.0,14.6,32.0,41.0,51
C1-2014-08-23,27.8,17.5,15.0,10.8,NA,NA,10
D7-2014-09-11,42.0,27.8,36.5,13.4,NA,NA,31
A9-2017-09-14,44.2,NA,NA,NA,NA,NA,21
F17-2017-08-26,29.2,18.1,16.0,9.9,NA,NA,11
A11-2014-09-15,65.2,31.3,64.0,13.8,10.5,11.5,39
FD-2015-10-09,64.8,31.5,61.0,14.3,12.0,14.0,37
G6-2014-10-11,83.3,33.4,128.0,15.2,46.0,54.0,60
B5-2014-09-16,57.7,NA,NA,NA,NA,NA,30
D3-2015-09-29,73.6,31.9,53.0,14.6,14.0,9.0,36
B12-2015-10-21,74.7,32.8,179.0,15.5,61.0,88.0,75
E14-2012-09-30,81.8,NA,NA,NA,NA,NA,42
A3-2012-10-07,66.9,NA,NA,NA,NA,NA,50
F9-2014-09-21,52.7,NA,NA,NA,NA,NA,34
C7-2017-10-12,74.6,33.5,179.0,15.8,57.0,86.0,78
G7-2013-10-06,47.8,30.9,78.0,14.4,28.0,32.0,50
B5-2014-10-25,102.2,NA,NA,NA,NA,NA,69
B5-2014-11-03,75.8,NA,NA,NA,NA,NA,78
F6-2015-09-30,50.7,27.4,35.5,13.5,NA,NA,30
D6-2012-09-11,72.0,NA,NA,NA,NA,NA,24
D4-2012-09-30,92.2,32.5,131.0,14.9,45.0,58.0,59
D6-2014-11-04,65.1,33.7,152.0,15.8,50.5,68.0,79
G11-2015-10-29,71.4,31.2,169.0,15.2,60.0,84.0,70
A3-2012-10-28,77.6,NA,NA,NA,NA,NA,71
D7-2014-10-11,62.0,32.0,115.0,15.2,44.0,51.0,61
FZ-2013-09-21,72.8,33.0,70.0,14.7,21.0,25.0,44
C10-2015-09-02,23.7,15.83,16.0,10.75,NA,NA,9
A9-2017-09-16,54.0,25.0,35.0,13.5,NA,NA,23
F10-2014-10-11,62.7,31.6,96.5,15.9,35.0,38.0,59
E17-2012-09-04,29.8,NA,NA,NA,NA,NA,12
F14-2014-09-23,86.1,32.6,155.0,15.4,50.0,62.0,62
B13-2012-09-04,47.0,19.5,20.0,11.0,NA,NA,13
E16-2015-10-28,91.1,33.0,139.0,15.6,54.0,61.0,60
A11-2014-09-18,68.3,31.3,67.5,14.3,19.0,19.0,42
A11-2014-09-03,54.7,27.4,34.0,13.1,NA,NA,27
FD-2015-10-15,80.9,32.7,72.0,14.5,27.0,23.0,43
FZ-2014-10-05,100.6,32.6,133.0,15.6,54.0,62.0,60
H4-2013-09-07,46.3,25.0,27.0,12.7,NA,NA,22
FC-2013-09-09,73.4,32.1,62.0,13.9,12.0,12.0,40
F4-2015-10-12,74.9,31.7,173.0,15.1,55.0,77.0,77
C2-2012-10-19,90.7,33.0,157.0,15.0,56.0,72.0,64
A3-2012-09-21,62.4,30.3,58.0,14.0,5.0,5.0,34
F16-2013-10-18,59.9,31.5,167.0,15.5,NA,NA,76
G9-2013-09-21,54.0,29.7,55.0,13.6,10.0,10.0,37
G9-2013-10-12,59.5,31.3,108.0,15.2,38.0,47.0,58
C4-2015-09-23,69.2,31.6,71.0,14.4,19.0,20.0,46
G9-2017-09-23,74.6,30.1,63.0,13.7,NA,NA,40
F6-2012-09-30,55.2,NA,NA,NA,NA,NA,38
G9-2014-11-01,76.5,31.2,158.0,15.2,55.0,68.0,81
F16-2014-09-02,63.8,33.7,75.0,14.3,23.0,NA,44
A7-2014-08-16,40.7,23.0,25.0,12.1,NA,NA,20
B13-2014-11-08,81.1,NA,NA,NA,NA,NA,72
A4-2012-10-05,81.8,32.0,149.0,15.5,55.0,68.0,65
H6-2013-09-24,82.4,31.0,90.0,14.0,35.0,36.0,48
G2-2015-10-13,68.2,30.4,125.0,15.2,49.0,53.0,60
E16-2013-09-03,46.8,21.9,25.0,11.8,NA,NA,18
C2-2014-10-23,83.5,30.6,143.5,15.0,54.0,67.0,67
G9-2014-10-29,74.0,31.3,143.0,15.5,52.5,60.0,78
E14-2015-10-21,86.7,34.6,155.0,15.2,50.0,69.0,69
FA-2012-10-04,79.4,31.0,58.0,14.5,12.0,12.0,38
F9-2014-10-04,85.6,NA,NA,NA,NA,NA,47
D4-2014-09-01,60.1,32.0,65.5,15.1,18.0,19.0,37
G7-2014-09-29,93.2,32.4,126.0,15.5,51.0,55.5,59
A3-2014-08-25,47.4,20.2,21.0,11.2,NA,NA,15
C6-2017-09-16,82.2,30.3,45.0,15.2,NA,NA,30
C10-2015-10-17,84.2,31.9,104.0,15.4,34.0,44.0,54
FZ-2013-10-15,69.1,33.0,152.0,15.1,57.0,75.0,68
H5-2017-09-14,58.4,30.8,59.0,14.8,NA,NA,37
G11-2017-09-05,54.8,24.6,28.0,12.6,NA,NA,21
F9-2014-09-25,64.6,NA,NA,NA,NA,NA,38
A11-2014-08-31,46.3,26.1,30.0,12.9,NA,NA,24
D13-2014-09-16,55.8,NA,NA,NA,NA,NA,29
B9-2015-11-10,76.8,33.1,155.0,15.2,55.0,75.0,67
D5-2012-09-05,22.8,16.6,15.0,10.3,NA,NA,16
C8-2014-09-19,NA,NA,NA,NA,NA,NA,32
E16-2012-11-04,68.8,NA,NA,NA,NA,NA,78
G12-2017-08-29,62.8,30.0,45.0,15.0,NA,NA,32
FD-2015-10-31,75.7,33.2,130.0,15.4,48.0,57.0,59
D7-2014-08-27,38.5,20.4,20.0,11.7,NA,NA,16
C4-2015-09-11,50.3,28.3,44.5,13.2,NA,NA,34
F9-2014-09-20,55.0,NA,NA,NA,NA,NA,33
G8-2017-10-06,66.1,31.6,140.0,15.1,56.0,68.0,58
E11-2012-09-06,60.0,27.8,43.0,13.2,NA,NA,26
C6-2017-10-21,82.2,33.6,159.0,16.0,63.0,81.0,65
A9-2017-09-20,58.5,NA,NA,NA,NA,NA,27
C2-2014-09-05,NA,NA,NA,NA,NA,NA,19
B13-2017-10-18,92.5,32.2,154.0,15.1,61.0,80.0,61
A4-2015-09-24,66.7,32.1,77.5,15.3,31.0,32.0,48
G8-2013-10-09,71.8,31.1,134.0,14.4,49.0,66.0,59
G6-2017-09-11,66.7,31.8,71.0,15.8,NA,NA,39
G2-2013-10-15,65.3,32.7,136.0,14.5,53.0,62.0,62
B9-2015-10-08,62.6,30.7,53.0,13.7,NA,NA,34
C4-2015-10-14,89.9,32.4,140.0,15.2,51.0,62.0,67
A4-2012-09-11,83.0,32.0,73.0,14.7,20.0,15.0,41
B13-2014-11-10,73.6,NA,NA,NA,NA,NA,74
E17-2012-09-05,26.2,16.0,16.0,11.1,NA,NA,13
FD-2015-09-21,39.3,22.4,26.0,11.8,NA,NA,19
D5-2012-10-28,92.3,NA,NA,NA,NA,NA,69
E22-2017-09-14,72.2,33.3,63.0,14.8,NA,NA,38
A11-2014-09-21,64.8,31.7,76.0,14.5,24.0,25.5,45
C9-2012-09-23,86.7,32.5,111.0,16.1,40.0,45.0,49
B9-2014-10-15,78.3,31.8,135.0,15.0,51.0,60.0,65
B12-2015-09-21,86.8,32.1,89.0,14.4,32.0,34.0,45
E7-2015-09-21,80.6,29.6,48.5,14.0,NA,NA,29
D5-2015-10-10,91.0,31.7,155.0,15.1,57.0,70.0,64
G11-2015-10-13,82.7,30.2,140.0,15.1,38.0,47.0,54
A9-2014-09-14,25.8,21.5,21.5,12.2,NA,NA,25
B6-2012-10-16,NA,NA,NA,NA,NA,NA,53
B12-2016-09-23,63.4,27.5,46.0,14.3,NA,NA,31
C1-2014-09-01,33.9,22.5,23.0,11.9,NA,NA,19
B5-2014-09-19,NA,NA,NA,NA,NA,NA,33
F6-2015-11-11,88.6,32.4,156.0,16.6,56.0,72.0,72
D6-2012-10-14,90.4,NA,NA,NA,NA,NA,57
B12-2015-10-03,81.0,32.5,132.0,15.2,52.0,61.0,57
A9-2016-09-26,73.3,30.0,56.0,14.3,NA,NA,36
D8-2017-08-27,57.0,25.7,30.1,12.6,NA,NA,23
E2-2016-10-30,82.4,31.7,85.0,15.2,38.0,34.0,42
B5-2014-09-07,NA,NA,NA,NA,NA,NA,21
B13-2014-09-19,52.0,25.4,27.0,12.4,NA,NA,22
C5-2014-08-17,31.5,17.1,17.0,10.8,NA,NA,10
F19-2015-09-25,71.9,33.3,73.0,13.7,23.0,15.0,41
F9-2014-08-19,9.7,NA,NA,NA,NA,NA,1
G13-2013-09-21,33.3,28.9,59.0,13.6,10.0,10.0,41
H5-2015-10-05,84.3,32.2,124.0,15.4,48.0,52.0,59
E14-2014-09-01,12.7,NA,NA,NA,NA,NA,6
A9-2014-11-13,65.6,31.3,167.0,14.8,56.0,76.0,85
C10-2015-11-10,63.6,31.8,173.0,15.7,57.0,81.0,78
C4-2014-09-22,67.5,33.3,124.0,14.8,47.5,67.5,58
D3-2014-09-13,55.1,29.4,57.0,13.7,8.0,8.0,34
B3-2017-09-12,32.4,17.7,20.0,11.0,NA,NA,10
B12-2012-11-06,64.1,NA,NA,NA,NA,NA,77
G13-2013-09-03,55.1,25.3,30.0,12.6,NA,NA,23
D13-2012-09-27,79.8,31.2,74.0,14.5,17.0,23.0,42
D6-2014-08-31,44.9,NA,NA,NA,NA,NA,14
C1-2012-08-27,72.5,27.6,39.0,12.7,NA,NA,28
H5-2014-09-26,84.5,31.8,69.5,15.4,20.0,25.0,46
D13-2014-08-23,16.6,NA,NA,NA,NA,NA,5
D6-2012-09-23,75.8,NA,NA,NA,NA,NA,36
B5-2015-10-03,60.8,32.4,90.0,14.1,30.0,34.0,50
C8-2014-08-29,30.3,18.0,17.0,10.5,NA,NA,11
B13-2014-10-06,NA,NA,NA,NA,NA,NA,39
B13-2014-10-15,100.8,NA,NA,NA,NA,NA,48
D5-2012-09-10,38.3,NA,NA,NA,NA,NA,21
H9-2013-10-28,78.6,32.2,155.0,15.8,54.0,73.0,72
F19-2014-08-24,64.6,27.3,35.5,12.5,NA,NA,25
D6-2012-09-16,76.4,NA,NA,NA,NA,NA,29
D6-2012-09-12,71.2,27.6,36.0,12.8,NA,NA,25
E14-2012-10-11,80.3,NA,NA,NA,NA,NA,53
D5-2012-08-28,14.7,NA,NA,NA,NA,NA,8
C1-2014-09-28,41.4,29.5,57.0,14.3,18.0,18.0,46
A3-2014-09-30,70.3,31.3,85.5,14.8,23.0,26.0,51
B5-2014-08-28,NA,NA,NA,NA,NA,NA,11
A10-2012-09-29,87.8,32.0,91.0,14.8,26.0,28.0,52
E16-2017-10-12,61.6,31.3,68.0,14.7,NA,NA,38
H9-2014-10-18,73.6,NA,NA,NA,NA,NA,59
A9-2015-10-03,49.9,31.2,102.0,15.1,31.0,33.0,53
H5-2015-10-10,78.7,31.7,142.0,15.2,53.0,65.0,64
E7-2015-11-04,75.7,32.2,179.0,15.6,60.0,84.0,73
D6-2014-09-01,40.3,NA,NA,NA,NA,NA,15
H9-2013-09-13,55.5,27.4,34.0,13.7,NA,NA,27
G9-2016-11-02,64.7,28.2,134.0,14.8,38.0,48.0,61
H9-2014-08-29,28.2,NA,NA,NA,NA,NA,9
D6-2012-10-12,95.7,33.0,115.0,15.0,37.0,44.0,55
H9-2014-09-05,NA,NA,NA,NA,NA,NA,16
H9-2014-11-10,81.7,35.2,175.5,15.7,56.5,84.0,82
E16-2017-10-09,61.8,30.9,64.0,14.2,NA,NA,35
A9-2017-10-23,73.3,NA,NA,NA,NA,NA,60
F16-2013-10-06,82.5,31.5,134.0,15.0,57.0,66.0,64
A3-2012-11-03,61.7,NA,NA,NA,NA,NA,77
F19-2014-08-27,63.2,28.2,43.5,12.9,NA,NA,28
E16-2012-09-14,63.4,NA,NA,NA,NA,NA,27
F10-2017-10-24,89.0,31.0,120.0,15.2,49.0,55.0,54
A9-2015-10-18,62.8,32.2,141.0,16.2,32.0,65.0,68
D5-2014-11-12,52.7,32.4,158.0,15.3,57.0,79.0,81
C5-2012-09-08,39.6,25.0,32.0,12.6,NA,NA,29
C7-2013-08-31,73.3,29.5,44.0,13.5,NA,NA,31
B12-2012-10-17,NA,NA,NA,NA,NA,NA,57
C4-2015-10-20,84.9,32.6,157.0,16.1,59.0,80.0,73
E2-2016-10-24,73.7,30.3,66.0,14.1,NA,NA,36
E16-2017-09-20,45.8,34.6,21.0,11.3,NA,NA,16
H8-2015-10-10,66.1,26.4,32.0,12.9,NA,NA,28
B13-2012-09-19,85.8,29.6,45.0,13.4,NA,NA,28
H8-2015-10-16,84.4,29.3,40.0,13.5,NA,NA,34
C3-2012-08-21,60.3,24.9,32.0,12.7,NA,NA,22
FD-2012-10-09,90.4,34.0,160.0,15.0,57.0,72.0,66
C7-2013-10-15,70.0,32.9,169.0,15.5,57.0,80.0,76
F14-2014-08-30,84.4,32.0,68.0,14.9,21.0,21.0,38
D1-2015-10-23,82.4,32.2,137.0,15.6,53.0,63.0,60
H9-2014-10-15,76.4,NA,NA,NA,NA,NA,56
B13-2012-10-29,100.1,33.3,165.0,15.5,60.0,86.0,68
D6-2014-10-29,70.1,33.8,139.0,15.6,48.5,58.5,73
FZ-2015-09-28,77.6,32.0,140.0,15.5,55.0,62.5,63
B13-2014-09-07,NA,NA,NA,NA,NA,NA,10
D13-2012-08-22,18.7,14.0,15.0,9.1,NA,NA,6
E17-2012-10-04,53.8,NA,NA,NA,NA,NA,42
C1-2014-08-20,21.3,15.3,14.5,10.4,NA,NA,7
E16-2012-09-17,73.0,NA,NA,NA,NA,NA,30
E17-2012-09-16,45.9,NA,NA,NA,NA,NA,24
F12-2014-11-17,77.4,31.5,168.0,15.2,57.5,82.0,94
F11-2017-09-12,75.3,31.4,57.0,16.9,NA,NA,32
H9-2014-08-30,24.4,17.7,18.0,10.5,NA,NA,10
C1-2017-10-09,73.7,32.3,97.0,15.0,36.0,42.0,51
F16-2014-09-23,75.3,32.8,130.0,14.6,49.0,60.0,65
A4-2012-09-14,82.8,32.0,77.0,15.0,23.0,20.0,44
G8-2017-10-12,68.5,31.8,160.0,15.4,51.0,83.0,64
G11-2015-10-19,82.6,31.1,143.0,15.5,55.0,69.0,60
C2-2012-09-13,74.7,29.8,53.0,13.0,NA,NA,28
D5-2014-10-22,55.6,32.6,119.5,15.5,46.0,55.0,60
H6-2013-10-09,94.3,31.0,130.0,14.2,55.0,66.0,63
A3-2012-09-23,63.5,NA,NA,NA,NA,NA,36
C7-2012-09-05,62.8,27.0,37.0,13.9,NA,NA,29
FD-2012-10-15,80.4,34.0,178.0,14.9,58.0,86.0,72
H5-2014-09-20,70.3,30.1,58.0,14.3,14.0,14.0,40
E16-2012-10-19,57.4,NA,NA,NA,NA,NA,62
D7-2015-10-17,82.2,33.2,165.0,15.3,58.0,80.0,69
D5-2014-10-31,57.9,32.7,140.0,15.1,53.5,68.0,69
E23-2013-10-19,42.3,31.7,85.0,14.1,33.0,38.0,52
D4-2017-09-17,80.3,31.7,69.0,14.4,NA,NA,37
D11-2013-09-09,69.4,30.2,46.0,13.9,NA,NA,32
F16-2014-09-20,62.6,33.2,124.0,15.2,41.0,50.5,62
H8-2015-11-12,108.1,32.2,112.0,15.3,38.0,46.0,61
FC-2012-09-30,87.2,32.5,104.0,16.0,34.0,39.0,48
D5-2012-10-24,83.2,NA,NA,NA,NA,NA,65
F6-2012-09-24,63.2,NA,NA,NA,NA,NA,32
C11-2015-10-14,41.6,25.7,30.0,12.8,NA,NA,37
A3-2012-10-10,69.8,NA,NA,NA,NA,NA,53
D2-2014-09-13,57.0,31.3,54.0,14.5,14.0,14.0,37
E17-2012-08-27,10.1,12.9,13.0,9.1,NA,NA,4
G7-2013-09-09,57.3,26.7,32.0,12.8,NA,NA,23
G12-2013-09-03,67.1,29.8,46.0,13.1,NA,NA,34
C13-2015-09-26,54.6,30.0,49.5,13.8,NA,NA,33
B9-2015-10-27,87.3,33.3,103.0,15.6,39.0,46.0,53
C2-2014-10-31,61.5,NA,NA,NA,NA,NA,75
D5-2014-09-25,75.0,30.1,46.0,14.1,8.0,8.0,33
A2-2012-09-14,69.5,31.5,70.0,14.5,19.0,20.0,39
A4-2012-10-02,85.3,32.0,137.0,15.8,51.0,58.0,62
A4-2015-09-30,70.4,32.5,98.0,15.8,41.0,43.0,54
C11-2014-09-22,69.1,32.1,72.0,14.5,21.0,24.5,42
B12-2017-10-06,81.3,32.1,129.0,15.4,46.0,62.0,54
A6-2014-10-08,35.3,30.4,74.0,14.1,23.0,25.0,58
B13-2013-10-09,95.3,33.3,122.0,14.8,50.0,57.0,56
B13-2013-10-18,80.6,33.3,153.0,15.1,56.0,71.0,65
G9-2014-10-20,65.6,31.3,115.0,15.3,39.0,45.0,69
F6-2015-10-12,73.5,31.6,59.0,15.2,19.0,19.0,42
A11-2017-09-06,56.2,29.6,51.0,14.0,NA,NA,34
C4-2012-10-05,66.4,33.1,165.0,15.5,60.0,79.0,68
A9-2017-10-12,70.3,32.2,98.0,16.0,35.0,40.0,49
D3-2014-09-25,74.3,30.5,76.5,14.2,27.0,30.5,46
D6-2012-08-26,21.4,NA,NA,NA,NA,NA,8
G6-2014-10-26,83.9,32.6,173.5,15.0,58.0,79.0,75
D3-2012-09-21,78.5,31.5,71.0,14.3,17.0,15.0,40
F17-2017-10-27,62.9,31.9,177.0,15.0,59.0,83.0,73
C7-2012-08-18,30.2,18.0,17.0,10.6,NA,NA,11
G12-2013-10-03,87.6,32.8,130.0,15.1,46.0,57.0,64
H8-2017-09-11,69.1,31.7,53.0,13.8,NA,NA,33
